"loja_id","regiao","tipo_loja","porte","area_m2","num_funcionarios","fluxo_clientes_mensal","ticket_medio","gasto_marketing","receita_mensal","taxa_conversao","teve_reclamacao_grave","num_reclamacoes_mes","participou_campanha","receita_pre_campanha","receita_pos_campanha","participou_teste_fidelidade","grupo_teste_fidelidade","vendas_incrementais_fidelidade"
"LJ0800","Sul","Rua","Media",220.1,13,6488,68.11,2724.38,9589.04,0.2396,1,0,0,NA,NA,0,NA,NA
"LJ0801","Norte","Quiosque","Pequena",55.3,4,2088,53.79,1258.08,991.96,0.1548,0,1,0,NA,NA,0,NA,NA
"LJ0802","Sul","Shopping","Media",240.1,5,7695,74.15,2027.88,11982.67,0.2855,0,1,0,NA,NA,0,NA,NA
"LJ0803","Oeste","Rua","Pequena",55.6,2,2225,41.63,2777.32,3616.41,0.129,0,0,0,NA,NA,0,NA,NA
"LJ0804","Oeste","Rua","Media",320.4,9,6745,69.49,2891.1,10678.96,0.2979,0,0,0,NA,NA,0,NA,NA
"LJ0805","Central","Shopping","Pequena",87.7,4,2008,44.92,1394.59,3889.07,0.1251,0,0,0,NA,NA,0,NA,NA
"LJ0806","Norte","Rua","Pequena",61.4,2,2327,48.28,934.63,1858.9,0.1447,0,2,0,NA,NA,0,NA,NA
"LJ0807","Sul","Shopping","Pequena",73.3,4,2359,45.92,745.54,1958.6,0.1453,0,3,0,NA,NA,0,NA,NA
"LJ0808","Norte","Rua","Grande",475.5,29,12214,75.82,11435.05,19467.72,0.3382,1,3,0,NA,NA,0,NA,NA
"LJ0809","Central","Shopping","Pequena",80.9,5,1833,35.77,1560.08,2969.5,0.1931,0,1,0,NA,NA,0,NA,NA
"LJ0810","Oeste","Shopping","Media",226.7,12,5940,90.59,2308.83,10821.43,0.2682,0,0,1,10821.43,11235.74,0,NA,NA
"LJ0811","Central","Rua","Grande",476.8,30,11422,67.04,13893.2,18886.12,0.3184,0,1,1,18886.12,18867.1,0,NA,NA
"LJ0812","Norte","Rua","Pequena",73,4,2145,48.16,1328.35,2175.52,0.1725,0,1,0,NA,NA,0,NA,NA
"LJ0813","Norte","Shopping","Media",230.3,15,7621,66.93,4620.3,10502.43,0.268,0,1,1,10502.43,10334.4,1,"Tratamento",49.86
"LJ0814","Oeste","Quiosque","Pequena",81,5,883,50.53,991.21,3271.54,0.1266,0,0,0,NA,NA,0,NA,NA
"LJ0815","Norte","Shopping","Pequena",69.4,5,2433,43.17,1797.66,4019.34,0.1818,0,1,0,NA,NA,0,NA,NA
"LJ0816","Oeste","Quiosque","Pequena",76.3,2,1605,40.21,1501.92,1617.18,0.1518,0,0,0,NA,NA,0,NA,NA
"LJ0817","Leste","Rua","Media",223.4,13,6263,49.11,2248.55,5363.24,0.2835,0,1,0,NA,NA,0,NA,NA
"LJ0818","Central","Quiosque","Pequena",74.9,4,1664,59.43,1891.01,3084.33,0.1597,0,1,0,NA,NA,0,NA,NA
"LJ0819","Central","Rua","Media",195,10,7406,52.82,2168.46,10562.46,0.2576,1,2,0,NA,NA,1,"Controle",661.99
"LJ0820","Leste","Shopping","Grande",536.2,23,20115,94.17,5540.46,30351.88,0.3535,0,2,0,NA,NA,0,NA,NA
"LJ0821","Oeste","Quiosque","Media",227.1,12,4258,55.1,2768.26,3062.9,0.2211,0,1,1,3062.9,3903.68,0,NA,NA
"LJ0822","Sul","Quiosque","Pequena",88.3,6,2344,48.02,1517.39,3332,0.157,0,1,0,NA,NA,0,NA,NA
"LJ0823","Central","Shopping","Pequena",89,5,3235,40.66,1410.21,500,0.193,1,1,0,NA,NA,1,"Controle",657.38
"LJ0824","Sul","Rua","Media",260.9,11,6398,54.38,3724.36,6850.62,0.2758,0,2,1,6850.62,7410.18,0,NA,NA
"LJ0825","Oeste","Rua","Pequena",91.4,5,1741,46.86,1735.92,3746.5,0.1403,0,1,0,NA,NA,0,NA,NA
"LJ0826","Norte","Quiosque","Media",173.2,12,4761,73.18,2468.37,7574.8,0.2343,0,0,0,NA,NA,0,NA,NA
"LJ0827","Oeste","Shopping","Pequena",58.2,4,2409,44.48,1064.78,1721.03,0.149,0,0,0,NA,NA,0,NA,NA
"LJ0828","Sul","Shopping","Pequena",76.3,2,2689,40.37,742.71,4237.76,0.1754,0,4,0,NA,NA,1,"Tratamento",155.95
"LJ0829","Leste","Rua","Grande",526.9,27,13806,84.66,13912.91,26312.57,0.3265,0,1,0,NA,NA,1,"Controle",-161.93
"LJ0830","Central","Shopping","Pequena",88.1,5,2304,33.26,1221.25,3407.2,0.1821,0,0,1,3407.2,3969.19,0,NA,NA
"LJ0831","Leste","Rua","Media",262.4,16,5571,59.26,3038.66,5749.68,0.2579,0,3,1,5749.68,5242.21,1,"Tratamento",570.31
"LJ0832","Leste","Quiosque","Media",207.2,9,4325,64.34,3312.91,8569.03,0.2821,1,1,0,NA,NA,1,"Tratamento",114.69
"LJ0833","Norte","Shopping","Media",184.6,11,7097,69.7,4941.55,7296.26,0.2985,0,1,0,NA,NA,0,NA,NA
"LJ0834","Leste","Shopping","Media",174.6,11,7387,47.26,3060.9,6688,0.2741,0,0,0,NA,NA,0,NA,NA
"LJ0835","Norte","Rua","Media",268.8,14,8267,61.78,4581.9,12640.49,0.2996,0,0,0,NA,NA,0,NA,NA
"LJ0836","Norte","Shopping","Media",278.8,11,8376,56.06,3089.28,8218.66,0.3186,0,1,0,NA,NA,0,NA,NA
"LJ0837","Oeste","Shopping","Media",189.8,10,6428,63.79,5820.88,10540.17,0.2909,0,2,0,NA,NA,0,NA,NA
"LJ0838","Oeste","Rua","Media",195.6,10,6318,71.75,2740.79,13620.19,0.2353,0,0,0,NA,NA,0,NA,NA
"LJ0839","Leste","Shopping","Grande",609.7,16,19532,89.63,12302.66,29920.42,0.3548,0,3,0,NA,NA,0,NA,NA
"LJ0840","Leste","Shopping","Pequena",65.9,6,2922,57.66,1989.88,2584.59,0.2008,0,2,0,NA,NA,0,NA,NA
"LJ0841","Norte","Quiosque","Media",187.2,14,4449,40.47,2490.81,3634.81,0.2257,0,1,0,NA,NA,0,NA,NA
"LJ0842","Norte","Rua","Pequena",63.3,3,1822,55.18,1610.56,1903.42,0.1717,0,0,1,1903.42,2376.77,0,NA,NA
"LJ0843","Leste","Rua","Pequena",60.9,5,2119,36.83,754.61,3533.06,0.1783,1,1,0,NA,NA,0,NA,NA
"LJ0844","Norte","Shopping","Media",197.2,13,6734,64.41,3716.74,7175.12,0.3024,0,3,0,NA,NA,0,NA,NA
"LJ0845","Norte","Quiosque","Media",280.2,7,6087,55.9,3033.37,6616.99,0.2402,1,1,0,NA,NA,0,NA,NA
"LJ0846","Leste","Rua","Pequena",73.1,2,1838,31.64,1152.83,774.26,0.1582,0,3,0,NA,NA,0,NA,NA
"LJ0847","Central","Quiosque","Pequena",54.6,5,1481,62.64,10481.78,4414.8,0.1244,0,1,0,NA,NA,1,"Controle",400.16
"LJ0848","Leste","Quiosque","Media",238,7,5001,62.78,4600.82,6582.61,0.2581,1,2,1,6582.61,7707.19,1,"Tratamento",-15.05
"LJ0849","Leste","Shopping","Media",149.7,12,6740,54.88,3824.35,6969.92,0.2453,0,1,1,6969.92,7359.86,0,NA,NA
"LJ0850","Central","Rua","Pequena",68.6,3,2676,46.38,720.16,1380.94,0.1758,1,3,0,NA,NA,1,"Controle",223.02
"LJ0851","Norte","Rua","Pequena",98,2,1766,52.01,1430.8,3910.59,0.1737,1,2,0,NA,NA,0,NA,NA
"LJ0852","Central","Shopping","Pequena",77,6,2152,45.34,1391.43,500,0.1649,0,1,0,NA,NA,1,"Tratamento",854.92
"LJ0853","Sul","Rua","Grande",333.4,29,15665,94.02,15097.35,25757.22,0.3815,0,2,0,NA,NA,0,NA,NA
"LJ0854","Leste","Quiosque","Media",264.9,10,4716,67.58,2934.42,9436.75,0.2221,0,0,0,NA,NA,0,NA,NA
"LJ0855","Central","Rua","Media",168.2,10,5269,66.06,3131.46,6762.87,0.2535,0,1,0,NA,NA,1,"Controle",342.15
"LJ0856","Oeste","Rua","Grande",469.9,30,12416,75.27,10702.34,20499.57,0.2835,0,0,0,NA,NA,0,NA,NA
"LJ0857","Oeste","Shopping","Media",232.2,12,6578,56.4,2290.45,5181.85,0.257,0,1,0,NA,NA,0,NA,NA
"LJ0858","Leste","Rua","Pequena",58,5,2007,44.25,1571.37,3381.04,0.1237,0,0,1,3381.04,3634.2,0,NA,NA
"LJ0859","Sul","Quiosque","Pequena",67.6,5,1677,32.62,1278.59,3701.36,0.1654,0,0,0,NA,NA,0,NA,NA
"LJ0860","Leste","Rua","Pequena",77.5,2,2384,48.4,933.35,1220.35,0.151,0,0,0,NA,NA,0,NA,NA
"LJ0861","Sul","Shopping","Grande",451.8,20,17944,103.13,7240.24,29269.12,0.3332,0,2,0,NA,NA,0,NA,NA
"LJ0862","Sul","Shopping","Pequena",84.2,3,2901,55.45,1380.5,3242.45,0.202,0,0,0,NA,NA,1,"Controle",475.84
"LJ0863","Oeste","Rua","Pequena",79.8,6,2303,48.76,2212.29,3953.06,0.1607,0,0,0,NA,NA,0,NA,NA
"LJ0864","Sul","Shopping","Pequena",57.3,5,2303,47.31,828.96,500,0.1418,1,3,0,NA,NA,0,NA,NA
"LJ0865","Norte","Rua","Media",173,14,6089,62.47,3955.59,8827.27,0.2678,0,2,1,8827.27,9911.91,1,"Tratamento",812.41
"LJ0866","Leste","Rua","Pequena",71.5,4,1571,53.15,1019.87,2258.2,0.1508,0,2,0,NA,NA,1,"Tratamento",717.28
"LJ0867","Leste","Quiosque","Pequena",83,5,1984,42.62,1667.91,1945.5,0.1358,1,1,0,NA,NA,0,NA,NA
"LJ0868","Sul","Shopping","Media",274.4,8,7947,66.73,8371.13,10470.09,0.2407,0,1,1,10470.09,11230.24,0,NA,NA
"LJ0869","Norte","Rua","Pequena",104.2,4,2760,34.17,1604.99,1022.96,0.1327,0,1,0,NA,NA,1,"Controle",234.73
"LJ0870","Oeste","Rua","Media",219.3,14,4885,51.52,4909.96,6937.13,0.2648,0,1,0,NA,NA,0,NA,NA
"LJ0871","Central","Shopping","Media",152.6,8,8567,66.15,4832.87,9223.49,0.3106,0,2,0,NA,NA,0,NA,NA
"LJ0872","Norte","Quiosque","Media",249.6,15,4701,75.08,3248.49,8040.02,0.2382,1,2,0,NA,NA,0,NA,NA
"LJ0873","Leste","Rua","Grande",546.7,29,17409,81.56,7839.55,23718.28,0.3701,0,2,0,NA,NA,0,NA,NA
"LJ0874","Central","Shopping","Pequena",74.2,5,2669,47.93,2280.08,1883.53,0.1837,0,3,0,NA,NA,0,NA,NA
"LJ0875","Central","Quiosque","Grande",497.3,27,8041,95.38,6483.92,13848.97,0.2912,0,1,0,NA,NA,0,NA,NA
"LJ0876","Leste","Quiosque","Media",191.7,12,4271,64.63,2965.46,8293.06,0.2565,0,0,0,NA,NA,0,NA,NA
"LJ0877","Central","Shopping","Pequena",79,4,2017,45.86,1261.61,3396.19,0.1418,0,2,1,3396.19,4091.51,0,NA,NA
"LJ0878","Leste","Rua","Media",231.3,9,6352,65.88,7650.24,9681.07,0.2444,0,0,1,9681.07,10919.29,0,NA,NA
"LJ0879","Norte","Rua","Media",249.5,9,5209,66.34,7123.8,8077.68,0.2445,0,0,0,NA,NA,0,NA,NA
"LJ0880","Sul","Shopping","Media",238.3,11,6786,91.56,6971.43,11350.13,0.2701,1,1,0,NA,NA,0,NA,NA
"LJ0881","Oeste","Rua","Grande",500.8,31,14476,149.14,12343.58,37074.48,0.3637,0,1,0,NA,NA,0,NA,NA
"LJ0882","Oeste","Rua","Media",175.3,14,5845,75.12,2836.7,5452.52,0.2468,0,2,1,5452.52,5935.49,0,NA,NA
"LJ0883","Oeste","Shopping","Grande",561.1,28,18140,106.33,9514.82,32190.9,0.3577,0,0,0,NA,NA,0,NA,NA
"LJ0884","Central","Quiosque","Pequena",44.6,4,2625,44.95,959.73,5110.94,0.1326,0,6,0,NA,NA,1,"Controle",295.12
"LJ0885","Sul","Rua","Pequena",66.8,4,2570,43.01,1463.31,4533.29,0.1946,0,3,0,NA,NA,0,NA,NA
"LJ0886","Sul","Shopping","Grande",549.7,29,14187,79.68,13494.64,21843.81,0.3438,0,0,0,NA,NA,0,NA,NA
"LJ0887","Central","Rua","Pequena",69.2,4,2945,41.44,808.91,2617.4,0.1888,0,0,0,NA,NA,1,"Tratamento",1210.72
"LJ0888","Sul","Rua","Pequena",74.1,4,1626,27.11,1464.4,652.09,0.0988,0,0,0,NA,NA,0,NA,NA
"LJ0889","Oeste","Quiosque","Grande",622,29,8608,96.96,8666.57,14408.76,0.3435,0,0,0,NA,NA,0,NA,NA
"LJ0890","Sul","Quiosque","Media",253.1,11,5587,63.39,3681.85,7235.26,0.2921,0,0,0,NA,NA,0,NA,NA
"LJ0891","Central","Quiosque","Media",171,8,6017,56,2520.63,6603.3,0.2907,0,2,0,NA,NA,0,NA,NA
"LJ0892","Central","Shopping","Pequena",72.6,4,2685,40.23,1859.09,1475.79,0.171,0,1,1,1475.79,1663.8,0,NA,NA
"LJ0893","Norte","Quiosque","Pequena",66.5,4,1783,62.98,1157.67,7938.25,0.1355,0,2,0,NA,NA,0,NA,NA
"LJ0894","Sul","Quiosque","Pequena",81.4,6,2087,40.62,1203.06,1358.42,0.1318,0,0,0,NA,NA,0,NA,NA
"LJ0895","Leste","Shopping","Media",172.5,11,8015,41.34,2227.33,7884.35,0.3057,0,3,0,NA,NA,1,"Controle",-32.47
"LJ0896","Oeste","Quiosque","Pequena",75.6,3,1972,46.74,1005.43,4048.93,0.1772,0,2,0,NA,NA,1,"Tratamento",652.42
"LJ0897","Leste","Rua","Pequena",101.4,1,2708,44.4,1120.76,703.16,0.174,1,2,0,NA,NA,0,NA,NA
"LJ0898","Sul","Rua","Grande",519.9,28,15908,73.55,6679.96,19162.24,0.3849,0,2,1,19162.24,18989.22,0,NA,NA
"LJ0899","Central","Shopping","Grande",510.2,16,19216,89.02,9188.54,29738.6,0.3155,0,1,0,NA,NA,1,"Controle",340.78
"LJ0900","Leste","Quiosque","Media",200.6,9,5555,60.42,23097.36,17260.56,0.2876,0,0,0,NA,NA,0,NA,NA
"LJ0901","Oeste","Shopping","Media",209,6,5866,57.67,2154.01,6631.43,0.2828,0,1,0,NA,NA,0,NA,NA
"LJ0902","Leste","Rua","Pequena",86,4,2519,46.27,697.21,2204.9,0.1308,0,2,0,NA,NA,1,"Controle",-343.76
"LJ0903","Norte","Quiosque","Media",172,13,5224,67.74,3703.07,7774.35,0.2041,0,1,0,NA,NA,0,NA,NA
"LJ0904","Sul","Shopping","Pequena",41.4,5,2288,48.8,1427.04,2604.96,0.134,0,3,0,NA,NA,0,NA,NA
"LJ0905","Leste","Rua","Media",208,9,6983,74.34,2590,10837.19,0.3258,0,2,0,NA,NA,0,NA,NA
"LJ0906","Central","Quiosque","Pequena",74.6,4,1544,42.9,1120.1,5384.2,0.1083,0,0,0,NA,NA,0,NA,NA
"LJ0907","Leste","Rua","Pequena",92,3,2168,41.69,712.48,3850.91,0.1751,0,2,0,NA,NA,0,NA,NA
"LJ0908","Norte","Shopping","Media",200.4,13,7610,60.32,3045.44,9930.63,0.2714,0,2,0,NA,NA,0,NA,NA
"LJ0909","Norte","Rua","Media",193.3,10,6918,62.56,4116.57,12173.8,0.2551,0,1,0,NA,NA,1,"Tratamento",501.32
"LJ0910","Sul","Rua","Pequena",87.6,5,1466,52.12,1327.38,637.05,0.0955,0,2,0,NA,NA,0,NA,NA
"LJ0911","Oeste","Shopping","Pequena",69.4,3,3134,53.51,1333.43,1187.51,0.1748,0,2,0,NA,NA,0,NA,NA
"LJ0912","Central","Shopping","Media",274.7,11,8348,64.15,4057.2,8791.82,0.3057,0,1,0,NA,NA,1,"Controle",-138.74
"LJ0913","Oeste","Rua","Pequena",64.4,3,2516,57.99,1589.79,3001.1,0.1496,0,2,0,NA,NA,0,NA,NA
"LJ0914","Central","Rua","Pequena",92.6,3,2314,46.49,1442.6,2085.38,0.1502,1,1,1,2085.38,1916.78,1,"Controle",-35.42
"LJ0915","Norte","Shopping","Media",147.7,13,8223,64.56,2508.09,11094.14,0.3008,0,2,0,NA,NA,0,NA,NA
"LJ0916","Norte","Shopping","Grande",570.3,35,17501,100.33,5068.16,28421.56,0.348,0,0,0,NA,NA,0,NA,NA
"LJ0917","Leste","Rua","Pequena",78,4,2321,52.08,1710.25,2299.73,0.145,0,1,0,NA,NA,0,NA,NA
"LJ0918","Central","Shopping","Pequena",49,5,2819,41.95,1552.87,2454.36,0.1838,0,5,0,NA,NA,0,NA,NA
"LJ0919","Norte","Shopping","Grande",392.3,32,13820,108.47,16508.58,29553.06,0.3245,0,0,0,NA,NA,0,NA,NA
"LJ0920","Sul","Shopping","Media",214.2,9,8626,62.23,3084.25,9927.91,0.3042,0,0,1,9927.91,10237.35,0,NA,NA
"LJ0921","Leste","Shopping","Grande",584.7,21,14008,120.54,11911.79,26537.13,0.3352,0,2,0,NA,NA,1,"Controle",-645.35
"LJ0922","Norte","Shopping","Pequena",70.9,4,1531,57.64,1234.6,1674.35,0.1212,0,2,0,NA,NA,0,NA,NA
"LJ0923","Norte","Shopping","Pequena",77.5,4,2918,37.51,909.55,4109.04,0.1665,0,4,0,NA,NA,0,NA,NA
"LJ0924","Norte","Quiosque","Pequena",93.1,4,1433,45.67,1369.73,4775.82,0.1159,0,0,0,NA,NA,0,NA,NA
"LJ0925","Norte","Quiosque","Media",218.3,10,5674,44.37,9603.97,5815.2,0.2306,0,2,0,NA,NA,1,"Tratamento",688.8
"LJ0926","Leste","Quiosque","Media",210.1,7,3973,68.36,5625.42,6495.09,0.2377,0,1,0,NA,NA,0,NA,NA
"LJ0927","Oeste","Shopping","Grande",475.4,35,15818,119.03,12464.06,31354.54,0.3291,0,2,0,NA,NA,0,NA,NA
"LJ0928","Norte","Shopping","Grande",458.9,26,15450,103.93,7287.04,26533.13,0.2965,0,2,0,NA,NA,0,NA,NA
"LJ0929","Norte","Shopping","Media",226.3,13,7746,56.98,5888.89,14498.51,0.2734,0,1,0,NA,NA,0,NA,NA
"LJ0930","Sul","Shopping","Grande",505.2,24,18905,74.48,12150.68,27849.75,0.3333,0,0,0,NA,NA,1,"Tratamento",1385.01
"LJ0931","Leste","Rua","Media",162.9,12,9581,52.45,3405.7,12822.63,0.3281,0,1,1,12822.63,14014.85,0,NA,NA
"LJ0932","Leste","Rua","Pequena",74.8,4,2453,38.44,1346.38,2568.7,0.1721,0,3,0,NA,NA,0,NA,NA
"LJ0933","Central","Shopping","Media",190.2,13,8859,68.62,2830.12,11963.02,0.2939,0,1,0,NA,NA,0,NA,NA
"LJ0934","Central","Shopping","Pequena",87.6,5,3484,48.24,1905.71,5103.46,0.1554,0,2,0,NA,NA,0,NA,NA
"LJ0935","Central","Quiosque","Grande",474.4,30,13712,102.74,15658.88,24788.44,0.3563,0,2,1,24788.44,27219.24,0,NA,NA
"LJ0936","Norte","Shopping","Pequena",59.9,3,2721,64.76,1481.84,2407.02,0.1935,0,3,0,NA,NA,0,NA,NA
"LJ0937","Norte","Rua","Pequena",85.6,4,2387,47.09,1497.75,2224.33,0.1529,0,3,0,NA,NA,1,"Tratamento",841.41
"LJ0938","Norte","Shopping","Pequena",47,4,2427,52.44,2836.48,4102.58,0.1354,1,3,0,NA,NA,0,NA,NA
"LJ0939","Norte","Shopping","Media",251.5,10,8970,61.32,3170.37,10160.46,0.3127,0,4,0,NA,NA,1,"Tratamento",405.55
"LJ0940","Sul","Rua","Media",163.9,11,7661,61.12,4255.49,8176.81,0.3136,0,4,0,NA,NA,0,NA,NA
"LJ0941","Leste","Rua","Pequena",106.2,4,1410,56.67,949.18,3929.06,0.1116,0,1,1,3929.06,3848.38,0,NA,NA
"LJ0942","Norte","Rua","Pequena",70.8,5,1841,45.41,1378.52,500,0.1585,0,1,0,NA,NA,0,NA,NA
"LJ0943","Central","Quiosque","Pequena",73.4,4,1593,54.58,814.8,2498.9,0.1342,0,2,0,NA,NA,0,NA,NA
"LJ0944","Norte","Rua","Media",176.9,9,4813,65.56,2673.45,8598.87,0.2613,0,3,0,NA,NA,0,NA,NA
"LJ0945","Sul","Shopping","Pequena",52.7,5,2333,43.96,1314.31,1374.36,0.1683,0,2,0,NA,NA,0,NA,NA
"LJ0946","Norte","Rua","Media",227.7,12,7393,67.08,2617.96,10950.3,0.2712,0,1,0,NA,NA,0,NA,NA
"LJ0947","Central","Quiosque","Pequena",57,4,1589,59.85,1333.56,4762.05,0.1288,1,2,0,NA,NA,0,NA,NA
"LJ0948","Sul","Shopping","Pequena",90.8,4,3160,39.21,1748.95,2078.32,0.1839,0,1,0,NA,NA,0,NA,NA
"LJ0949","Central","Rua","Media",148.6,11,6668,65.83,2952.88,9066.53,0.3086,0,1,0,NA,NA,1,"Tratamento",-90.7
"LJ0950","Sul","Rua","Media",194.9,10,7649,61.78,4618.63,10698.97,0.2703,0,1,0,NA,NA,1,"Tratamento",839.8
"LJ0951","Norte","Shopping","Pequena",88.1,3,1721,57.3,950.06,500,0.1547,0,2,1,500,1036.99,0,NA,NA
"LJ0952","Sul","Rua","Pequena",76.6,3,2229,45.77,1012.9,2637.19,0.1591,0,2,0,NA,NA,0,NA,NA
"LJ0953","Leste","Quiosque","Media",241.4,10,5175,58.84,3917.37,6667.36,0.2497,0,3,1,6667.36,7148.52,0,NA,NA
"LJ0954","Central","Shopping","Media",225.7,10,7971,59.39,5176.29,8796.32,0.2779,0,0,0,NA,NA,0,NA,NA
"LJ0955","Norte","Shopping","Media",219.1,9,7419,57.4,3749.15,6900.93,0.2689,0,3,0,NA,NA,0,NA,NA
"LJ0956","Central","Rua","Pequena",107.1,4,2439,36.61,1259.18,500,0.1828,0,5,0,NA,NA,1,"Controle",196.2
"LJ0957","Central","Quiosque","Grande",416.4,28,9655,103.86,19330.95,27252.58,0.2864,0,0,0,NA,NA,1,"Tratamento",989.02
"LJ0958","Norte","Quiosque","Pequena",77.9,5,2052,47.31,1276.02,3070.83,0.163,0,1,0,NA,NA,0,NA,NA
"LJ0959","Central","Quiosque","Pequena",67.3,4,1453,40.42,1282.67,1936.43,0.1358,0,0,0,NA,NA,0,NA,NA
"LJ0960","Sul","Rua","Grande",427.9,32,18996,88.54,7965.38,30445.34,0.3412,0,2,0,NA,NA,0,NA,NA
"LJ0961","Oeste","Rua","Grande",459.9,25,15229,94.96,7671.22,27151.14,0.3297,0,1,0,NA,NA,1,"Tratamento",1236.98
"LJ0962","Oeste","Rua","Media",185.8,6,6331,55.64,3352.02,6477.99,0.2431,0,1,1,6477.99,6956.53,0,NA,NA
"LJ0963","Norte","Shopping","Media",244.9,13,7603,69.47,4790.9,9650.19,0.295,0,1,0,NA,NA,0,NA,NA
"LJ0964","Central","Rua","Media",248.7,6,6771,49.62,3702.74,4769.06,0.2615,0,2,0,NA,NA,0,NA,NA
"LJ0965","Sul","Shopping","Grande",503.2,33,14243,87.06,14280.45,27574.96,0.3527,0,0,0,NA,NA,0,NA,NA
"LJ0966","Norte","Rua","Pequena",50.3,4,2427,48.09,937.95,4314.1,0.1677,0,1,0,NA,NA,0,NA,NA
"LJ0967","Central","Rua","Pequena",72.4,5,3215,34.89,1186.14,4439.52,0.1582,0,0,0,NA,NA,0,NA,NA
"LJ0968","Central","Shopping","Pequena",85.1,5,2317,38.67,1229.65,1819.94,0.1891,0,2,0,NA,NA,0,NA,NA
"LJ0969","Norte","Rua","Grande",466.1,23,16758,100.4,10487.6,31868.6,0.3456,1,0,1,31868.6,33753.12,0,NA,NA
"LJ0970","Sul","Rua","Pequena",100.4,4,2460,56.03,1649.92,500,0.1495,0,3,0,NA,NA,0,NA,NA
"LJ0971","Norte","Rua","Media",203.9,9,5167,66.64,4741.99,5469.1,0.2336,0,1,1,5469.1,4960.79,1,"Controle",103.28
"LJ0972","Oeste","Rua","Media",213.3,5,6082,76.5,3681.91,7993.93,0.2373,0,1,1,7993.93,8910.18,0,NA,NA
"LJ0973","Norte","Quiosque","Pequena",83.2,5,1846,35.12,956.25,638.75,0.108,0,2,0,NA,NA,1,"Controle",-114.92
"LJ0974","Norte","Rua","Pequena",86.1,4,2360,50.67,608.46,4119.7,0.162,0,1,0,NA,NA,0,NA,NA
"LJ0975","Oeste","Quiosque","Pequena",85.4,4,2065,46.84,1247.07,3914.82,0.1736,0,1,1,3914.82,4043.25,0,NA,NA
"LJ0976","Sul","Rua","Media",200.2,7,6940,65.38,5334.61,9406.63,0.2745,0,3,0,NA,NA,0,NA,NA
"LJ0977","Central","Rua","Media",268.2,12,6728,66.21,4676.54,8111.28,0.2486,0,2,1,8111.28,9498.2,0,NA,NA
"LJ0978","Oeste","Rua","Media",233.6,9,7229,75.11,5407.98,10670.54,0.3087,0,1,0,NA,NA,1,"Tratamento",211.99
"LJ0979","Central","Rua","Pequena",84.8,4,2252,49.66,851.76,6768.71,0.1728,0,2,0,NA,NA,0,NA,NA
"LJ0980","Central","Rua","Grande",417.3,22,13767,106.69,8879.89,24469.87,0.3603,0,4,1,24469.87,22911.05,0,NA,NA
"LJ0981","Norte","Rua","Pequena",64.9,4,1488,38.55,1377.99,4948.35,0.1337,0,3,0,NA,NA,0,NA,NA
"LJ0982","Leste","Shopping","Media",195.5,11,6990,65.64,3270.08,9790.79,0.2503,0,1,1,9790.79,11082.1,0,NA,NA
"LJ0983","Leste","Shopping","Pequena",69.6,4,3219,44.61,1456.5,4727.86,0.194,1,1,0,NA,NA,0,NA,NA
"LJ0984","Central","Shopping","Media",249,18,8513,83.59,5070.41,13840.14,0.2865,0,1,1,13840.14,15110.47,1,"Controle",-64.43
"LJ0985","Central","Rua","Pequena",92.6,4,1606,26.85,1310.01,500,0.1564,0,3,0,NA,NA,1,"Tratamento",604.33
"LJ0986","Central","Quiosque","Media",246,10,5636,50.94,1817,8331.66,0.2805,0,3,0,NA,NA,0,NA,NA
"LJ0987","Norte","Rua","Pequena",78,4,1994,45.79,1192.14,2679.54,0.1146,1,3,0,NA,NA,0,NA,NA
"LJ0988","Oeste","Shopping","Pequena",68.8,2,2632,57.85,1906.93,6365.4,0.1618,1,0,0,NA,NA,0,NA,NA
"LJ0989","Sul","Rua","Pequena",55.9,4,1948,54.96,1268.68,3635.32,0.1339,1,3,1,3635.32,4375.9,0,NA,NA
"LJ0990","Sul","Quiosque","Grande",400.3,24,8219,119.76,9127.1,17396.24,0.286,0,0,0,NA,NA,1,"Controle",48.13
"LJ0991","Sul","Rua","Pequena",102.3,4,2437,46.3,1131.96,2491.94,0.1766,0,1,0,NA,NA,0,NA,NA
"LJ0992","Leste","Rua","Pequena",67.3,5,2030,55.97,1586,3608.37,0.1263,0,1,0,NA,NA,0,NA,NA
"LJ0993","Oeste","Quiosque","Media",185.5,11,5412,77.92,4037.67,6599.25,0.2685,0,1,0,NA,NA,0,NA,NA
"LJ0994","Sul","Quiosque","Media",198.7,12,5028,73.25,5808.44,7353.25,0.2164,0,2,0,NA,NA,0,NA,NA
"LJ0995","Central","Shopping","Pequena",65.1,4,2945,42.46,1852.3,3133.86,0.1544,0,0,1,3133.86,2923.02,0,NA,NA
"LJ0996","Sul","Rua","Pequena",67.2,7,1633,40.8,1324.36,3318.03,0.1558,0,0,1,3318.03,2966.55,0,NA,NA
"LJ0997","Sul","Shopping","Grande",585,35,22153,126.58,4065.38,43969.14,0.338,0,2,0,NA,NA,0,NA,NA
"LJ0998","Oeste","Rua","Grande",434.4,30,15157,79.64,27724.95,28499.79,0.3368,0,2,0,NA,NA,1,"Controle",-483.01
"LJ0999","Central","Quiosque","Grande",449.3,22,7877,112.12,22951.92,23932.38,0.2895,0,3,1,23932.38,25760.88,1,"Controle",-155.76
